Denominação,NIF,Acto/Facto,Data,Doc 
"APTOIDE, S.A.",509987184,Aumento do capital(online),05/02/2014,4
"APTOIDE, S.A.",509987184,Aumento do capital(online),30/06/2014,5
"APTOIDE, S.A.",509987184,Aumento do capital(online),05/11/2014,6
"APTOIDE, S.A.",509987184,Alterações ao contrato de sociedade e designação de membro(s) de orgão(s) social(ais) (online),2015-08-04,7
"APTOIDE, S.A.",509987184,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2016-02-10,8
"APTOIDE, S.A.",509987184,Rectificado,2016-02-10,9
"CSIDE - SOLUÇÕES INTELIGENTES, S.A.",507997476,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),21/01/2008,1
"CSIDE - SOLUÇÕES INTELIGENTES, S.A.",507997476,Aumento do capital,12/01/2009,2
"CSIDE - SOLUÇÕES INTELIGENTES, S.A.",507997476,Aumento do capital(online),17/12/2009,3
"CSIDE - SOLUÇÕES INTELIGENTES, S.A.",507997476,Aumento do capital(online),17/12/2009,4
"CSIDE - SOLUÇÕES INTELIGENTES, S.A.",507997476,Aumento do capital(online),06/08/2010,5
"CSIDE - SOLUÇÕES INTELIGENTES, S.A.",507997476,Actualização de freguesia,18/02/2014,6
CRITICAL LINKS S.A.,507610830,Contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),06/04/2006,1
CRITICAL LINKS S.A.,507610830,Aumento do capital e Alterações ao contrato de sociedade,21/02/2007,2
CRITICAL LINKS S.A.,507610830,Aumento do capital e Alterações ao contrato de sociedade,27/07/2007,3
CRITICAL LINKS S.A.,507610830,Alterações ao contrato de sociedade e Aumento do capital,13/09/2007,4
CRITICAL LINKS S.A.,507610830,Aumento do capital,05/10/2007,5
CRITICAL LINKS S.A.,507610830,Aumento do capital(online),10/09/2009,6
CRITICAL LINKS S.A.,507610830,Actualizado,29/10/2013,7
"JSCRAMBLER, S.A.",508268516,Constituição de sociedade(imediata),20/08/2007,1
"JSCRAMBLER, S.A.",508268516,Constituição de sociedade(imediata),,2
"JSCRAMBLER, S.A.",508268516,Alterações ao contrato de sociedade,21/07/2008,3
"JSCRAMBLER, S.A.",508268516,Atualizado,11/11/2013,4
"JSCRAMBLER, S.A.",508268516,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",26/12/2013,5
"JSCRAMBLER, S.A.",508268516,Aumento do capital(online),18/11/2014,6
"JSCRAMBLER, S.A.",508268516,Alterações ao contrato de sociedade(online),24/03/2015,7
"JSCRAMBLER, S.A.",508268516,Aumento do capital(online),2015-10-09,8
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),27/12/2010,1
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Aumento do capital,03/02/2011,2
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Rectificado,04/02/2011,3
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Alterações ao contrato de sociedade,08/04/2011,4
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Aumento do capital,12/09/2011,5
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Rectificado,03/02/2012,6
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Alterações ao contrato de sociedade,10/07/2012,7
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Aumento do capital,27/08/2012,8
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Aumento do capital,18/12/2012,9
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Aumento do capital,15/01/2013,10
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,"Aumento do capital, Alteração total ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",21/03/2013,11
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Alterações ao contrato de sociedade,30/07/2013,12
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Actualizado,04/11/2013,13
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Aumento do capital,08/04/2014,14
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Aumento do capital,12/06/2014,15
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Alterações ao contrato de sociedade,28/07/2015,16
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),28/07/2015,17
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Rectificado,2015-08-28,18
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2015-10-23,19
NUTRI VENTURES CORPORATION - NVC S.A.,509667694,Actualizado,2016-03-24,20
"PROCESSWARE - SOLUÇÕES INFORMÁTICAS, S.A.",508799988,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",15/01/2009,1
"PROCESSWARE - SOLUÇÕES INFORMÁTICAS, S.A.",508799988,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",15/01/2009,2
"PROCESSWARE - SOLUÇÕES INFORMÁTICAS, S.A.",508799988,Alterações ao contrato de sociedade(online) e Designação de membro(s) de orgão(s) social(ais) (online),16/01/2009,3
"PROCESSWARE - SOLUÇÕES INFORMÁTICAS, S.A.",508799988,Rectificação,29/01/2009,4
"PROCESSWARE - SOLUÇÕES INFORMÁTICAS, S.A.",508799988,Alterações ao contrato de sociedade(online),21/08/2012,5
"PROCESSWARE - SOLUÇÕES INFORMÁTICAS, S.A.",508799988,Actualização,21/11/2013,6
"PROCESSWARE - SOLUÇÕES INFORMÁTICAS, S.A.",508799988,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",25/07/2014,7
"PROCESSWARE - SOLUÇÕES INFORMÁTICAS, S.A.",508799988,Aumento do capital(online) e Alterações ao contrato de sociedade(onlin,2016-07-05,8
"PROCESSWARE - SOLUÇÕES INFORMÁTICAS, S.A.",508799988,Alterações ao contrato de sociedade(online),2016-07-07,9
"ZUVI NOVA, S.A.",508993970,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",20/05/2009,1
"ZUVI NOVA, S.A.",508993970,Aumento do capital(online),02/05/2011,2
"ZUVI NOVA, S.A.",508993970,Transformação em sociedade anónima(online) e Designação de membro(s) de orgão(s) social(ais) (online),20/05/2011,3
"ZUVI NOVA, S.A.",508993970,Aumento do capital(online),18/07/2011,4
"ZUVI NOVA, S.A.",508993970,Rectificado,08/05/2012,5
"ZUVI NOVA, S.A.",508993970,Alterações ao contrato de sociedade(online),21/09/2012,6
"ZUVI NOVA, S.A.",508993970,Aumento do capital(online),03/04/2013,7
"ZUVI NOVA, S.A.",508993970,Actualizado,14/01/2014,8
"ZUVI NOVA, S.A.",508993970,Aumento do capital(online),13/05/2014,9
"ZUVI NOVA, S.A.",508993970,Aumento do capital com Remodelação do Contrato de Sociedade e Designação de membro(s) de orgão(s) social(ais),12/06/2014,10
"ZUVI NOVA, S.A.",508993970,Aumento do capital(online),17/04/2015,11
"DISPLAX, S.A.",505046857,Aumento do capital e Alterações ao contrato de sociedade,23/07/2008,1
"DISPLAX, S.A.",505046857,Alterações ao contrato de sociedade,04/03/2009,2
"DISPLAX, S.A.",505046857,Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),09/01/2015,3
"DISPLAX, S.A.",505046857,Completada,27/01/2015,4
"DISPLAX, S.A.",505046857,Rectificado,25/02/2015,5
"OUTSYSTEMS - SOFTWARE EM REDE, S.A.",504995634,Convocatória,12/03/2007,1
"OUTSYSTEMS - SOFTWARE EM REDE, S.A.",504995634,Convocatória,08/06/2007,2
"OUTSYSTEMS - SOFTWARE EM REDE, S.A.",504995634,Alterações ao contrato de sociedade,14/08/2007,3
"OUTSYSTEMS - SOFTWARE EM REDE, S.A.",504995634,Convocatória,23/06/2008,4
"OUTSYSTEMS - SOFTWARE EM REDE, S.A.",504995634,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",06/10/2009,5
"OUTSYSTEMS - SOFTWARE EM REDE, S.A.",504995634,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",06/10/2009,6
"OUTSYSTEMS - SOFTWARE EM REDE, S.A.",504995634,Actualizado,16/05/2011,7
"OUTSYSTEMS - SOFTWARE EM REDE, S.A.",504995634,Alterações ao contrato de sociedade(online),20/07/2011,8
"OUTSYSTEMS - SOFTWARE EM REDE, S.A.",504995634,Actualização,26/11/2013,9
"OUTSYSTEMS - SOFTWARE EM REDE, S.A.",504995634,Convocatória,08/08/2014,10
"OUTSYSTEMS - SOFTWARE EM REDE, S.A.",504995634,Convocatória,2015-09-02,11
"OUTSYSTEMS - SOFTWARE EM REDE, S.A.",504995634,Convocatória,2015-11-20,12
"OUTSYSTEMS - SOFTWARE EM REDE, S.A.",504995634,Convocatória,2015-12-23,13
"OUTSYSTEMS - SOFTWARE EM REDE, S.A.",504995634,Aumento do capital e Alteração total do contrato de sociedade,2016-02-03,14
"OUTSYSTEMS - SOFTWARE EM REDE, S.A.",504995634,Convocatória,2016-08-10,15
"SCIENCE4YOU, S.A.",508457467,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),19/02/2008,1
"SCIENCE4YOU, S.A.",508457467,Aviso,21/04/2009,2
"SCIENCE4YOU, S.A.",508457467,Aumento do capital e Alterações ao contrato de sociedade,20/07/2009,3
"SCIENCE4YOU, S.A.",508457467,Conversão - total(online),08/01/2013,4
"SCIENCE4YOU, S.A.",508457467,Atualizado,11/11/2013,5
"SCIENCE4YOU, S.A.",508457467,Emissão de obrigações realizada por oferta particular,2015-09-18,6
"SCIENCE4YOU, S.A.",508457467,Aumento do capital e Alteração integral ao contrato de sociedade,2015-09-22,7
"CBRA GENOMICS, S.A.",510447147,Constituição de sociedade,14/11/2012,1
"CBRA GENOMICS, S.A.",510447147,Aumento do capital,26/06/2013,2
"CBRA GENOMICS, S.A.",510447147,Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),26/06/2013,3
"CBRA GENOMICS, S.A.",510447147,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",29/07/2013,4
"CBRA GENOMICS, S.A.",510447147,Actualização,23/01/2014,5
"CBRA GENOMICS, S.A.",510447147,Aumento do capital,2016-04-26,6
"CBRA GENOMICS, S.A.",510447147,Aumento do capital,2016-04-26,7
"CBRA GENOMICS, S.A.",510447147,Alterações ao contrato de sociedade,2016-04-26,8
"IM3DICAL, S.A",509845061,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),17/05/2011,1
"IM3DICAL, S.A",509845061,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),17/05/2011,2
"IM3DICAL, S.A",509845061,Alterações ao contrato de sociedade(online),26/04/2012,3
"IM3DICAL, S.A",509845061,Actualizado,16/10/2013,4
"IM3DICAL, S.A",509845061,Aumento do capital(online),17/10/2013,5
"IM3DICAL, S.A",509845061,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",12/11/2013,6
"IM3DICAL, S.A",509845061,Aumento do capital(online),13/10/2014,7
"IM3DICAL, S.A",509845061,Aumento do capital e alteração ao contrato da sociedade (online),11/09/2015,8
"IMMUNETHEP, S.A.",510824439,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",16/10/2013,1
"IMMUNETHEP, S.A.",510824439,"Mudança da sede, Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",17/04/2015,2
"IMMUNETHEP, S.A.",510824439,Aumento do capital,2016-01-15,3
"LUZITIN, S.A.",508853702,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),27/01/2009,1
"LUZITIN, S.A.",508853702,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),,2
"LUZITIN, S.A.",508853702,Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais),07/01/2011,3
"LUZITIN, S.A.",508853702,Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais),,4
"LUZITIN, S.A.",508853702,Actualizado,29/10/2013,5
"LUZITIN, S.A.",508853702,Alterações ao contrato de sociedade,2016-03-16,6
"LYMPHACT - LYMPHOCYTE ACTIVATION TECHNOLOGIES, S.A.",510695833,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),12/06/2013,1
"LYMPHACT - LYMPHOCYTE ACTIVATION TECHNOLOGIES, S.A.",510695833,Actualizado,14/11/2013,2
"LYMPHACT - LYMPHOCYTE ACTIVATION TECHNOLOGIES, S.A.",510695833,Aumento do capital,28/01/2014,3
"LYMPHACT - LYMPHOCYTE ACTIVATION TECHNOLOGIES, S.A.",510695833,Convertido,15/12/2014,4
"MAGNOMICS, S.A.",510646778,Constituição de sociedade,11/06/2013,1
"MAGNOMICS, S.A.",510646778,Actualização,21/01/2014,2
"MAGNOMICS, S.A.",510646778,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",09/06/2014,3
"FUNCTIONAL ENVIROMICS TECHNOLOGIES, S.A.",510238068,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",24/04/2012,1
"FUNCTIONAL ENVIROMICS TECHNOLOGIES, S.A.",510238068,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",29/07/2013,2
"FUNCTIONAL ENVIROMICS TECHNOLOGIES, S.A.",510238068,Aumento do capital(online),16/07/2014,3
"FUNCTIONAL ENVIROMICS TECHNOLOGIES, S.A.",510238068,Convertido,26/11/2014,4
"FUNCTIONAL ENVIROMICS TECHNOLOGIES, S.A.",510238068,Aumento do capital,26/11/2014,5
"TREAT U, S.A.",509293077,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",21/01/2010,1
"TREAT U, S.A.",509293077,Aumento do capital,26/09/2011,2
"TREAT U, S.A.",509293077,Aumento do capital,28/10/2011,3
"TREAT U, S.A.",509293077,Redução do capital,15/02/2012,4
"TREAT U, S.A.",509293077,Aumento do capital,15/02/2012,5
"TREAT U, S.A.",509293077,Mudança da sede e Alterações ao contrato de sociedade,06/06/2013,6
"TREAT U, S.A.",509293077,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",17/08/2013,7
"TREAT U, S.A.",509293077,Actualizado,22/01/2014,8
"TREAT U, S.A.",509293077,Aumento do capital,10/10/2014,9
BIOTREND - INOVAÇÃO E ENGENHARIA EM BIOTECNOLOGIA S.A.,505041944,Aumento do capital e Alteração do contrato de sociedade,05/09/2006,1
BIOTREND - INOVAÇÃO E ENGENHARIA EM BIOTECNOLOGIA S.A.,505041944,Aumento do capital,02/01/2007,2
BIOTREND - INOVAÇÃO E ENGENHARIA EM BIOTECNOLOGIA S.A.,505041944,Alterações ao contrato de sociedade,14/01/2009,3
BIOTREND - INOVAÇÃO E ENGENHARIA EM BIOTECNOLOGIA S.A.,505041944,Convertido,26/08/2009,4
BIOTREND - INOVAÇÃO E ENGENHARIA EM BIOTECNOLOGIA S.A.,505041944,Rectificado,14/09/2011,5
BIOTREND - INOVAÇÃO E ENGENHARIA EM BIOTECNOLOGIA S.A.,505041944,Alterações ao contrato de sociedade(online),25/11/2013,6
BIOTREND - INOVAÇÃO E ENGENHARIA EM BIOTECNOLOGIA S.A.,505041944,Actualizado,25/11/2013,7
BIOTREND - INOVAÇÃO E ENGENHARIA EM BIOTECNOLOGIA S.A.,505041944,Aumento do capital(online),2016-03-09,8
GENE PREDIT S.A.,507586557,Contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),11/01/2006,1
GENE PREDIT S.A.,507586557,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",28/02/2008,2
GENE PREDIT S.A.,507586557,Aumento do capital,10/12/2009,3
GENE PREDIT S.A.,507586557,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),21/07/2010,4
GENE PREDIT S.A.,507586557,Aumento do capital(online),06/11/2012,5
GENE PREDIT S.A.,507586557,Actualização,20/01/2014,6
GENE PREDIT S.A.,507586557,Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),2016-05-18,7
"KINEMATIX SENSE, S.A.",507896068,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),26/02/2007,1
"KINEMATIX SENSE, S.A.",507896068,Aumento do capital e Alterações ao contrato de sociedade,15/05/2008,2
"KINEMATIX SENSE, S.A.",507896068,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),30/07/2008,3
"KINEMATIX SENSE, S.A.",507896068,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),02/04/2009,4
"KINEMATIX SENSE, S.A.",507896068,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),,5
"KINEMATIX SENSE, S.A.",507896068,Convertido,23/12/2011,6
"KINEMATIX SENSE, S.A.",507896068,Redução do capital e Aumento do capital,09/10/2013,7
"KINEMATIX SENSE, S.A.",507896068,Aumento do capital(online) e Alterações ao contrato de sociedade(online),06/12/2013,8
"KINEMATIX SENSE, S.A.",507896068,Aumento do capital,30/06/2014,9
"KINEMATIX SENSE, S.A.",507896068,Rectificado,28/08/2014,10
"KINEMATIX SENSE, S.A.",507896068,Alterações ao contrato de sociedade(online),23/09/2014,11
"KINEMATIX SENSE, S.A.",507896068,Alterações ao contrato de sociedade(online),27/11/2014,12
"KINEMATIX SENSE, S.A.",507896068,Alterações ao contrato de sociedade,2016-01-15,13
"PERCEIVE3D, S.A.",510642926,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",27/05/2013,1
"PERCEIVE3D, S.A.",510642926,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",07/08/2013,2
"PERCEIVE3D, S.A.",510642926,Aumento do capital(online),26/06/2014,3
"PERCEIVE3D, S.A.",510642926,Alterações ao contrato de sociedade e aumento de capital (online),21/08/2015,4
"PERCEIVE3D, S.A.",510642926,Aumento do capital(online),28/10/2015,5
"PETSYS ELECTRONICS - MEDICAL PET DETECTORS,",510861679,Constituição de sociedade e designação de membro(s) de órgão(s) social(ais),29/11/2013,1
"PETSYS ELECTRONICS - MEDICAL PET DETECTORS,",510861679,Aumento de capital e Alterações ao contrato de sociedade (online),03/12/2013,2
"PETSYS ELECTRONICS - MEDICAL PET DETECTORS,",510861679,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",12/12/2013,3
"PETSYS ELECTRONICS - MEDICAL PET DETECTORS,",510861679,Alterações ao contrato de sociedade,18/07/2014,4
"PETSYS ELECTRONICS - MEDICAL PET DETECTORS,",510861679,Aumento do capital(online),11/11/2014,5
PHARMA73 S.A.,509923275,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),26/09/2011,1
PHARMA73 S.A.,509923275,Alterações ao contrato de sociedade(online),04/11/2011,2
PHARMA73 S.A.,509923275,Alterações ao contrato de sociedade(online),25/01/2012,3
PHARMA73 S.A.,509923275,Alterações ao contrato de sociedade e designação de membro(s) de orgão(s) social(ais) (online),17/02/2012,4
PHARMA73 S.A.,509923275,Alterações ao contrato de sociedade e aumento de capital (online),13/10/2015,5
PHARMA73 S.A.,509923275,Convocatória,17/10/2015,6
PHARMA73 S.A.,509923275,Aumento do capital(online),2016-01-29,7
PHARMA73 S.A.,509923275,Redução do capital(online),2016-07-07,8
THELIAL TECHNOLOGIES S.A.,509066569,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),27/07/2009,1
THELIAL TECHNOLOGIES S.A.,509066569,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",04/03/2011,2
THELIAL TECHNOLOGIES S.A.,509066569,Convocatória,09/03/2011,3
THELIAL TECHNOLOGIES S.A.,509066569,Actualização,23/01/2014,4
ALFAMA - INVESTIGAÇÃO E DESENVOLVIMENTO DE PRODUTOS FARMACÊUTICOS LDA,505979098,Actualização,19/11/2013,1
BIOSURFIT S.A.,507503031,Contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),17/01/2006,1
BIOSURFIT S.A.,507503031,Aumento do capital e Alterações ao contrato de sociedade,09/01/2007,2
BIOSURFIT S.A.,507503031,Aumento do capital e Alterações ao contrato de sociedade,31/01/2007,3
BIOSURFIT S.A.,507503031,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),07/10/2009,4
BIOSURFIT S.A.,507503031,Aumento do capital e Alterações ao contrato de sociedade,27/04/2010,5
BIOSURFIT S.A.,507503031,Aumento do capital e Alterações ao contrato de sociedade,,6
BIOSURFIT S.A.,507503031,Aumento do capital,21/03/2011,7
BIOSURFIT S.A.,507503031,Aumento do capital,21/03/2011,8
BIOSURFIT S.A.,507503031,Aumento do capital e Alterações ao contrato de sociedade,06/03/2012,9
BIOSURFIT S.A.,507503031,Aumento do capital e Alteração total ao contrato de sociedade,29/08/2013,10
BIOSURFIT S.A.,507503031,Aumento do capital,29/08/2013,11
BIOSURFIT S.A.,507503031,Rectificado,30/08/2013,12
BIOSURFIT S.A.,507503031,Atualizado,14/11/2013,13
BIOSURFIT S.A.,507503031,Aumento do capital,26/12/2013,14
BIOSURFIT S.A.,507503031,Alterações ao contrato de sociedade e aumento de capital (online),03/01/2014,15
BIOSURFIT S.A.,507503031,Aumento do capital,20/03/2014,16
BIOSURFIT S.A.,507503031,Aumento do capital e Alterações ao contrato de sociedade,28/07/2014,17
BIOSURFIT S.A.,507503031,Alterações ao contrato de sociedade,03/10/2014,18
BIOSURFIT S.A.,507503031,Alterações ao contrato de sociedade,02/11/2015,19
BIOSURFIT S.A.,507503031,Alterações ao contrato de sociedade,2016-02-18,20
GENIBET BIOPHARMACEUTICALS S.A.,507710983,CONTRATO DE SOCIEDADE,17/05/2006,1
GENIBET BIOPHARMACEUTICALS S.A.,507710983,Actualizado,03/02/2014,2
"BIOMODE - BIOMOLECULAR DETERMINATION, S.A.",509594107,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),20/12/2010,1
"BIOMODE - BIOMOLECULAR DETERMINATION, S.A.",509594107,"Alterações ao contrato de sociedade, Mudança da sede e Designação de membro(s) de orgão(s) social(ais)",24/09/2013,2
"BIOMODE - BIOMOLECULAR DETERMINATION, S.A.",509594107,Alterações ao contrato de sociedade(online),27/10/2014,3
"INDIE CAMPERS, S.A.",510579744,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",14/02/2013,1
"INDIE CAMPERS, S.A.",510579744,Actualizado,11/11/2013,2
"INDIE CAMPERS, S.A.",510579744,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",16/04/2015,3
"INDIE CAMPERS, S.A.",510579744,Rectificado,27/05/2015,4
"INDIE CAMPERS, S.A.",510579744,Convertida,2016-07-19,5
"ICLIO, S.A.",508991390,"onstituição de sociedade, designação de membro(s) de órgão(s) social(ais)",19/05/2009,1
"ICLIO, S.A.",508991390,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",,2
"ICLIO, S.A.",508991390,Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),05/11/2009,3
"ICLIO, S.A.",508991390,Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),,4
"ICLIO, S.A.",508991390,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",14/02/2014,5
"ICLIO, S.A.",508991390,Rectificado,15/05/2014,6
"ICLIO, S.A.",508991390,Aumento de capital e designação de membro(s) de orgão(s) social(ais) (online),14/10/2014,7
"FAIRWAY, MEDICAL TOURISM PORTUGAL, S.A.",510603556,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),26/04/2013,1
"FAIRWAY, MEDICAL TOURISM PORTUGAL, S.A.",510603556,Atualizado,12/02/2014,2
"FAIRWAY, MEDICAL TOURISM PORTUGAL, S.A.",510603556,"Redução do capital, Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",11/06/2014,3
"FAIRWAY, MEDICAL TOURISM PORTUGAL, S.A.",510603556,Alterações ao contrato de sociedade(online),13/08/2014,4
"FAIRWAY, MEDICAL TOURISM PORTUGAL, S.A.",510603556,Aumento do capital(online),15/04/2015,5
"FAIRWAY, MEDICAL TOURISM PORTUGAL, S.A.",510603556,Aumento do capital(online),27/07/2015,6
"MYGON, S.A.",510005420,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",14/09/2011,1
"MYGON, S.A.",510005420,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",,2
"MYGON, S.A.",510005420,Aumento do capital e Transformação de unipessoal por quotas em sociedade por quotas,20/12/2011,3
"MYGON, S.A.",510005420,Alterações ao contrato de sociedade(online),22/05/2012,4
"MYGON, S.A.",510005420,Alterações ao contrato de sociedade,03/07/2012,5
"MYGON, S.A.",510005420,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",06/09/2012,6
"MYGON, S.A.",510005420,Comissão Executiva,21/01/2013,7
"MYGON, S.A.",510005420,Convocatória,08/03/2013,8
"MYGON, S.A.",510005420,Actualizado,14/01/2014,9
"MYGON, S.A.",510005420,Convocatória,07/03/2014,10
"MYGON, S.A.",510005420,Actualizado,14/01/2014,11
"MYGON, S.A.",510005420,Convocatória,07/03/2014,12
"MYGON, S.A.",510005420,"Aumento do capital, Redução do capital e Alterações ao contrato de sociedade",04/03/2015,13
"MYGON, S.A.",510005420,Convertido,28/08/2015,14
"MYGON, S.A.",510005420,Alterações ao contrato de sociedade(online),22/12/2015,15
"MYGON, S.A.",510005420,Aumento do capital(online),22/12/2015,16
"SKAPHANDRUS, S.A. - EM LIQUIDAÇÃO",510985637,Constituição de sociedade,18/03/2014,1
"SKAPHANDRUS, S.A. - EM LIQUIDAÇÃO",510985637,Mudança da sede,2016-03-09,2
"SKAPHANDRUS, S.A. - EM LIQUIDAÇÃO",510985637,Dissolução e Designação de liquidatário,2016-09-20,3
"MAPS WITH LIFE, S.A. - EM LIQUIDAÇÃO",510740480,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",28/08/2013,1
"MAPS WITH LIFE, S.A. - EM LIQUIDAÇÃO",510740480,Alterações ao contrato de sociedade,15/01/2015,2
"MAPS WITH LIFE, S.A. - EM LIQUIDAÇÃO",510740480,Aumento do capital e Alterações ao contrato de sociedade,22/06/2015,3
"MAPS WITH LIFE, S.A. - EM LIQUIDAÇÃO",510740480,Dissolução,22/06/2015,4
"MAPS WITH LIFE, S.A. - EM LIQUIDAÇÃO",510740480,Designação de liquidatário,22/06/2015,5
"GUESTCENTRIC SYSTEMS, S.A.",507844106,Contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),16/10/2006,1
"GUESTCENTRIC SYSTEMS, S.A.",507844106,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",06/02/2007,2
"GUESTCENTRIC SYSTEMS, S.A.",507844106,Aumento do capital,08/10/2007,3
"GUESTCENTRIC SYSTEMS, S.A.",507844106,Mudança da sede e Alterações ao contrato de sociedade,08/10/2007,4
"GUESTCENTRIC SYSTEMS, S.A.",507844106,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),08/10/2007,5
"GUESTCENTRIC SYSTEMS, S.A.",507844106,Alterações ao contrato de sociedade,30/01/2009,6
"GUESTCENTRIC SYSTEMS, S.A.",507844106,Aumento do capital,02/02/2009,7
"GUESTCENTRIC SYSTEMS, S.A.",507844106,Rectificado,02/02/2009,8
"GUESTCENTRIC SYSTEMS, S.A.",507844106,Aumento do capital,15/07/2011,9
"GUESTCENTRIC SYSTEMS, S.A.",507844106,Aumento do capital,29/11/2013,10
